id	281-001	281-003	281-004	281-005	281-006	281-007	281-008	281-009	281-010	281-011	281-012	281-013	Taxon
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	categorical
ca30a74cdaa31b862e40c7d0ec203773	0	0	0	0	0	0	0	2	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Pla4_lineage; o__Pla4_lineage; f__Pla4_lineage; g__Pla4_lineage
aceaa349da4805fcc227624b1d3a78c1	0	0	0	18	0	0	15	0	24	100	106	83	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_bacterium
1ffd3bc26f7a3de26d55201c6f69fe77	441	939	283	138	34	163	36	0	29	30	45	73	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
09110bcc827151ca148393848b6d2895	0	0	0	0	0	0	0	0	0	7	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__OLB12; s__uncultured_bacterium
3010eff32e0923eb2b7bc632a5328a02	0	0	0	0	18	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae
32eb80adccea07bfba42982a964bf412	0	0	2	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
0fa1b14c0802f6fcd994f7357523e4d3	0	0	3	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota
a5cd0d1fc9379cb7790f66029a887e5a	0	0	0	0	0	0	0	0	0	13	0	0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__uncultured; g__uncultured; s__uncultured_bacterium
833da73f43044ea291e415f4668a4345	0	0	0	61	136	0	0	0	0	114	198	100	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__uncultured; s__uncultured_sediment
00e54cd362a1469c22ff421ae4602240	0	0	0	0	0	0	2	0	0	0	0	0	Unassigned
5235d54f3a26f08e8befdde8fe717b6f	0	0	0	0	2	0	0	0	0	7	0	0	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Rhodothermaceae; g__uncultured; s__uncultured_organism
bdac2fbf5057564c812108722462dce6	0	0	0	0	0	21	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
f0d12adca3e948b9c976436cf92d0f07	0	4	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B)
f84893dc28a2eb4e1b2ad025d6327203	0	0	0	0	0	0	0	0	0	15	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Parvularculaceae; g__Amphiplicatus; s__uncultured_bacterium
f162532184cc97a579babb159554c9c6	0	0	0	0	0	0	2	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-008; s__uncultured_bacterium
95698595917b1873040bac73ab28673d	0	0	0	0	0	0	0	0	2	0	0	0	Unassigned
40999044695110e6415c60416bd78ce5	0	3	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__uncultured; s__unidentified_marine
3f546d8e9a605e697d0bb1be47ea1ec9	0	0	0	0	0	0	0	0	0	2	0	0	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Falkowbacteria; f__Candidatus_Falkowbacteria; g__Candidatus_Falkowbacteria
f1258a8e96d2d1c85f765ca9fcee592d	0	0	0	0	0	0	0	0	0	17	0	12	d__Bacteria; p__Acidobacteriota; c__Subgroup_21; o__Subgroup_21; f__Subgroup_21; g__Subgroup_21; s__uncultured_bacterium
33a06d659ccd568629edb52045465231	0	0	0	0	0	0	0	0	0	0	0	2	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium
18082727c15da1ea0a4d5b4540982e55	0	0	0	13	16	0	0	0	0	0	0	0	d__Bacteria; p__Deferrisomatota; c__Defferrisomatia; o__Defferrisomatales; f__Defferrisomataceae; g__Deferrisoma; s__uncultured_delta
5b01745676b16a3da43d831c1d8029be	0	0	0	0	0	0	0	0	0	2	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Ekhidna; s__uncultured_Bacteroidetes
9fe98b0bbb92b3d668dfb832b4b5f8ee	0	0	0	0	0	0	7	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella
3b4fe0063c1bcf24d2c2310f172dac2f	0	0	0	0	0	0	32	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__B2M28; f__B2M28; g__B2M28; s__uncultured_gamma
9849eec33fab10700459d932f6db4e9f	0	37	9	0	0	3	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Anaeroplasma; s__uncultured_bacterium
cbefb47356cca9ad92b6b50c4efaa7e3	0	0	0	0	0	0	0	0	0	0	0	2	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__uncultured_bacterium
68a17d51f13baa4696ce5aaaecfb89e9	0	0	0	0	4	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__vadinHA49; o__vadinHA49; f__vadinHA49; g__vadinHA49; s__bacterium_UW
